Time Date,voyage,company,Value
27092018,2667437,AutoPark,4921
28092018,2667437,AutoPark,2128
29092018,2667437,AutoPark,5266.002
30092018,2667437,AutoPark,4792.5752
1102018,2667437,AutoPark,4921
2102018,2667437,AutoPark,5054
3102018,2667437,AutoPark,4921
4102018,2667437,AutoPark,5054
5102018,2667437,AutoPark,5238.87
6102018,2667437,AutoPark,5035.8056
7102018,2667437,AutoPark,5187
8102018,2667437,AutoPark,5238.87
9102018,2667437,AutoPark,5320
10102018,2667437,AutoPark,5299.784
11102018,2667437,AutoPark,5282.627
12102018,2667437,AutoPark,4907.966
13102018,2667437,AutoPark,4674.0988
14102018,2667437,AutoPark,4670.96
15102018,2667437,AutoPark,5032.853
16102018,2667437,AutoPark,2113.7557
17102018,2667437,AutoPark,2113.7557
18102018,2667437,AutoPark,2113.7557
19102018,2667437,AutoPark,2261
20102018,2667437,AutoPark,2128
21102018,2667437,AutoPark,5266.4808
22102018,2667437,AutoPark,5320
23102018,2667437,AutoPark,2261
24102018,2667437,AutoPark,2394
25102018,2667437,AutoPark,2231.1548
26102018,2667437,AutoPark,2394
27102018,2667437,AutoPark,2261
28102018,2667437,AutoPark,2378.3991
29102018,2667437,AutoPark,5035.8056
30102018,2667437,AutoPark,5187
31102018,2667437,AutoPark,5320
1112018,2667437,AutoPark,5320
2112018,2667437,AutoPark,2261
3112018,2667437,AutoPark,2128
4112018,2667437,AutoPark,2394
5112018,2667437,AutoPark,2394
6112018,2667437,AutoPark,2793
7112018,2667437,AutoPark,2660
8112018,2667437,AutoPark,2128
9112018,2667437,AutoPark,5187
10112018,2667437,AutoPark,5187
11112018,2667437,AutoPark,2128
12112018,2667437,AutoPark,2128
13112018,2667437,AutoPark,2128
14112018,2667437,AutoPark,2128
15112018,2667437,AutoPark,2394
16112018,2667437,AutoPark,2394
17112018,2667437,AutoPark,2207.401
18112018,2667437,AutoPark,2128
19112018,2667437,AutoPark,2128
20112018,2667437,AutoPark,2128
21112018,2667437,AutoPark,2502.7408
22112018,2667437,AutoPark,2617.3336
23112018,2667437,AutoPark,2527
24112018,2667437,AutoPark,2394
25112018,2667437,AutoPark,2527
26112018,2667437,AutoPark,2527
27112018,2667437,AutoPark,2231.1548
28112018,2667437,AutoPark,3074.3615
29112018,2667437,AutoPark,2793
30112018,2667437,AutoPark,2394
1122018,2667437,AutoPark,2527
2122018,2667437,AutoPark,2793
3122018,2667437,AutoPark,2793
4122018,2667437,AutoPark,2362.7982
5122018,2667437,AutoPark,2300.7005
6122018,2667437,AutoPark,2261
7122018,2667437,AutoPark,2128
8122018,2667437,AutoPark,2394
9122018,2667437,AutoPark,2527
10122018,2667437,AutoPark,2394
11122018,2667437,AutoPark,2394
12122018,2667437,AutoPark,2527
13122018,2667437,AutoPark,2527
14122018,2667437,AutoPark,2722.8026
15122018,2667437,AutoPark,2510.7208
16122018,2667437,AutoPark,2176.5051
17122018,2667437,AutoPark,2494.4416
18122018,2667437,AutoPark,2494.4416
19122018,2667437,AutoPark,2784.355
20122018,2667437,AutoPark,2926
21122018,2667437,AutoPark,2853.1027
22122018,2667437,AutoPark,3059
23122018,2667437,AutoPark,2394
24122018,2667437,AutoPark,2246.0774
25122018,2667437,AutoPark,2128
26122018,2667437,AutoPark,2128
27122018,2667437,AutoPark,2394
28122018,2667437,AutoPark,2527
29122018,2667437,AutoPark,2527
30122018,2667437,AutoPark,2926
31122018,2667437,AutoPark,2793
1012019,2667437,AutoPark,3394.16
2012019,2667437,AutoPark,2848.78286
3012019,2667437,AutoPark,2932.65
4012019,2667437,AutoPark,2561.58
5012019,2667437,AutoPark,2979.2
6012019,2667437,AutoPark,3032.4
7012019,2667437,AutoPark,2956.59
8012019,2667437,AutoPark,3128.16
9012019,2667437,AutoPark,3072.3
10012019,2667437,AutoPark,3044.37
11012019,2667437,AutoPark,3511.2
12012019,2667437,AutoPark,3211.95
13012019,2667437,AutoPark,3214.199296
14012019,2667437,AutoPark,3657.5
15012019,2667437,AutoPark,2419.27
16012019,2667437,AutoPark,2396.66
17012019,2667437,AutoPark,2388.9061
18012019,2667437,AutoPark,2681.28
19012019,2667437,AutoPark,2633.4
20012019,2667437,AutoPark,2609.46
21012019,2667437,AutoPark,2628.08
22012019,2667437,AutoPark,3295.74
23012019,2667437,AutoPark,2979.2
24012019,2667437,AutoPark,2776.378458
25012019,2667437,AutoPark,3013.78
26012019,2667437,AutoPark,3481.94
27012019,2667437,AutoPark,3426.08
28012019,2667437,AutoPark,3224.006051
29012019,2667437,AutoPark,3295.74
30012019,2667437,AutoPark,3072.3
31012019,2667437,AutoPark,3126.286695
1022019,2667437,AutoPark,2298.089444
2022019,2667437,AutoPark,5993.8046
3022019,2667437,AutoPark,5636.79536
4022019,2667437,AutoPark,2614.2746
5022019,2667437,AutoPark,2464.49
6022019,2667437,AutoPark,2532.32
7022019,2667437,AutoPark,2411.44295
8022019,2667437,AutoPark,2276.22185
9022019,2667437,AutoPark,2872.8
10022019,2667437,AutoPark,2653.35
11022019,2667437,AutoPark,2713.330872
12022019,2667437,AutoPark,2952.6
13022019,2667437,AutoPark,2832.336612
14022019,2667437,AutoPark,2876.79
15022019,2667437,AutoPark,3089.59
16022019,2667437,AutoPark,3283.208208
17022019,2667437,AutoPark,3335.64
18022019,2667437,AutoPark,3189.34
19022019,2667437,AutoPark,2766.4
20022019,2667437,AutoPark,3044.37
21022019,2667437,AutoPark,2736.685672
22022019,2667437,AutoPark,5105.0587
23022019,2667437,AutoPark,3887.692676
24022019,2667437,AutoPark,2415.05124
25022019,2667437,AutoPark,3136.161546
26022019,2667437,AutoPark,3098.4744
27022019,2667437,AutoPark,2880.78
28022019,2667437,AutoPark,2394
1032019,2667437,AutoPark,3072.3
2032019,2667437,AutoPark,3072.3
3032019,2667437,AutoPark,3267.81
4032019,2667437,AutoPark,3051.225352
5032019,2667437,AutoPark,5132.2572
6032019,2667437,AutoPark,2478.19166
7032019,2667437,AutoPark,2165.38231
8032019,2667437,AutoPark,2509.826508
9032019,2667437,AutoPark,2246.0774
10032019,2667437,AutoPark,2410.65027
11032019,2667437,AutoPark,2247.09485
12032019,2667437,AutoPark,2464.49
13032019,2667437,AutoPark,2431.958732
14032019,2667437,AutoPark,2529.53365
15032019,2667437,AutoPark,2513.7
16032019,2667437,AutoPark,2441.88
17032019,2667437,AutoPark,2577.54
18032019,2667437,AutoPark,2754.43
19032019,2667437,AutoPark,2979.2
20032019,2667437,AutoPark,3085.6
21032019,2667437,AutoPark,5547.2571
22032019,2667437,AutoPark,2611.80612
23032019,2667437,AutoPark,2705.006668
24032019,2667437,AutoPark,2956.59
25032019,2667437,AutoPark,2464.49
26032019,2667437,AutoPark,3022.824
27032019,2667437,AutoPark,5371.080512
28032019,2667437,AutoPark,3202.00825
29032019,2667437,AutoPark,2489.76
30032019,2667437,AutoPark,2602.81
31032019,2667437,AutoPark,2906.05
1042019,2667437,AutoPark,2448.497415
2042019,2667437,AutoPark,2577.54
3042019,2667437,AutoPark,2854.07892
4042019,2667437,AutoPark,2335.002796
5042019,2667437,AutoPark,2641.92264
6042019,2667437,AutoPark,2253.466348
7042019,2667437,AutoPark,2298.7587
8042019,2667437,AutoPark,2509.71
9042019,2667437,AutoPark,2306.22
10042019,2667437,AutoPark,2686.51488
11042019,2667437,AutoPark,2374.05
12042019,2667437,AutoPark,2513.7
13042019,2667437,AutoPark,2690.59
14042019,2667437,AutoPark,2501.59035
15042019,2667437,AutoPark,2729.16
16042019,2667437,AutoPark,2713.2
17042019,2667437,AutoPark,2487.1
18042019,2667437,AutoPark,6141.548714
19042019,2667437,AutoPark,2276.96
20042019,2667437,AutoPark,2519.23812
21042019,2667437,AutoPark,2234.4
22042019,2667437,AutoPark,2489.76
23042019,2667437,AutoPark,2404.64
24042019,2667437,AutoPark,2128
25042019,2667437,AutoPark,2170.56
26042019,2667437,AutoPark,2306.22
27042019,2667437,AutoPark,2261
28042019,2667437,AutoPark,6120.66
29042019,2667437,AutoPark,6016.92
30042019,2667437,AutoPark,5653.83
1052019,2667437,AutoPark,5996.27042
2052019,2667437,AutoPark,2311.909075
3052019,2667437,AutoPark,6064.8
4052019,2667437,AutoPark,2255.68
5052019,2667437,AutoPark,2128
6052019,2667437,AutoPark,5958.4
7052019,2667437,AutoPark,5468.40406
8052019,2667437,AutoPark,6286.644
9052019,2667437,AutoPark,2622.76
10052019,2667437,AutoPark,5757.57
11052019,2667437,AutoPark,5812.1
12052019,2667437,AutoPark,5462.31
13052019,2667437,AutoPark,4883.76
14052019,2667437,AutoPark,5363.89
15052019,2667437,AutoPark,5117.84
16052019,2667437,AutoPark,5757.57
17052019,2667437,AutoPark,5068.63
18052019,2667437,AutoPark,5862.64
19052019,2667437,AutoPark,5708.36
20052019,2667437,AutoPark,5862.64
21052019,2667437,AutoPark,5458.32
22052019,2667437,AutoPark,4931.64
23052019,2667437,AutoPark,4970.21
24052019,2667437,AutoPark,5660.48
25052019,2667437,AutoPark,5508.86
26052019,2667437,AutoPark,5508.86
27052019,2667437,AutoPark,5455.887962
28052019,2667437,AutoPark,4974.40216
29052019,2667437,AutoPark,5205.62
30052019,2667437,AutoPark,5199.45545
31052019,2667437,AutoPark,5335.96
1062019,2667437,AutoPark,4522
2062019,2667437,AutoPark,4928.98
3062019,2667437,AutoPark,5314.68
4062019,2667437,AutoPark,5075.28
5062019,2667437,AutoPark,5171.04
6062019,2667437,AutoPark,5458.32
7062019,2667437,AutoPark,5122.504044
8062019,2667437,AutoPark,5730.587226
9062019,2667437,AutoPark,5054
10062019,2667437,AutoPark,5701.8031
11062019,2667437,AutoPark,5362.56
12062019,2667437,AutoPark,4928.98
13062019,2667437,AutoPark,4921
14062019,2667437,AutoPark,5306.7
15062019,2667437,AutoPark,5560.73
16062019,2667437,AutoPark,4657.66
17062019,2667437,AutoPark,5426.4
18062019,2667437,AutoPark,5135.13
19062019,2667437,AutoPark,4959.57
20062019,2667437,AutoPark,4774.398489
21062019,2667437,AutoPark,5104.59985
22062019,2667437,AutoPark,4883.76
23062019,2667437,AutoPark,5200.3
24062019,2667437,AutoPark,4522
25062019,2667437,AutoPark,5601.96
26062019,2667437,AutoPark,5253.131723
27062019,2667437,AutoPark,5384.32944
28062019,2667437,AutoPark,5560.73
29062019,2667437,AutoPark,4432.89
30062019,2667437,AutoPark,5218.92
1072019,2667437,AutoPark,5098.49515
2072019,2667437,AutoPark,5098.49515
3072019,2667437,AutoPark,5511.52
4072019,2667437,AutoPark,5609.94
5072019,2667437,AutoPark,5030.79283
6072019,2667437,AutoPark,5845.26222
7072019,2667437,AutoPark,6846.84
8072019,2667437,AutoPark,5770.072
9072019,2667437,AutoPark,5290.208
10072019,2667437,AutoPark,5620.846
11072019,2667437,AutoPark,4783.254028
12072019,2667437,AutoPark,5701.8031
13072019,2667437,AutoPark,4928.98
14072019,2667437,AutoPark,4256
15072019,2667437,AutoPark,4979.52
16072019,2667437,AutoPark,5064.64
17072019,2667437,AutoPark,5135.13
18072019,2667437,AutoPark,4428.524275
19072019,2667437,AutoPark,4809.28
20072019,2667437,AutoPark,5554.08
21072019,2667437,AutoPark,4553.92
22072019,2667437,AutoPark,5266.8
23072019,2667437,AutoPark,4793.32
24072019,2667437,AutoPark,4928.98
25072019,2667437,AutoPark,5539.45
26072019,2667437,AutoPark,6016.92
27072019,2667437,AutoPark,5554.08
28072019,2667437,AutoPark,5462.31
29072019,2667437,AutoPark,5411.362887
30072019,2667437,AutoPark,5855.6974
31072019,2667437,AutoPark,5426.4
1082019,2667437,AutoPark,6056.82
2082019,2667437,AutoPark,4793.32
3082019,2667437,AutoPark,5266.8
4082019,2667437,AutoPark,5806.78
5082019,2667437,AutoPark,5266.8
6082019,2667437,AutoPark,5660.48
7082019,2667437,AutoPark,5314.68
8082019,2667437,AutoPark,4652.34
9082019,2667437,AutoPark,4740.12
10082019,2667437,AutoPark,5019.42
11082019,2667437,AutoPark,5019.42
12082019,2667437,AutoPark,5104.54
13082019,2667437,AutoPark,5047.35
14082019,2667437,AutoPark,4696.23
15082019,2667437,AutoPark,5144.254332
16082019,2667437,AutoPark,4970.21
17082019,2667437,AutoPark,4921
18082019,2667437,AutoPark,5075.28
19082019,2667437,AutoPark,5027.4
20082019,2667437,AutoPark,4748.1
21082019,2667437,AutoPark,4696.23
22082019,2667437,AutoPark,5410.44
23082019,2667437,AutoPark,4883.76
24082019,2667437,AutoPark,5745.6
25082019,2667437,AutoPark,5659.15
26082019,2667437,AutoPark,5452.221152
27082019,2667437,AutoPark,5855.99
28082019,2667437,AutoPark,4979.52
29082019,2667437,AutoPark,5697.72
30082019,2667437,AutoPark,4657.66
31082019,2667437,AutoPark,5362.56
1092019,2667437,AutoPark,6011.6
2092019,2667437,AutoPark,5659.15
3092019,2667437,AutoPark,4883.76
4092019,2667437,AutoPark,5498.426416
5092019,2667437,AutoPark,5554.08
6092019,2667437,AutoPark,5027.4
7092019,2667437,AutoPark,5812.1
8092019,2667437,AutoPark,6202.28476
9092019,2667437,AutoPark,5256.16
10092019,2667437,AutoPark,4921
11092019,2667437,AutoPark,5708.36
12092019,2667437,AutoPark,5205.62
13092019,2667437,AutoPark,5104.54
14092019,2667437,AutoPark,5550.09
15092019,2667437,AutoPark,5306.7
16092019,2667437,AutoPark,5861.31
17092019,2667437,AutoPark,5027.4
18092019,2667437,AutoPark,5708.36
19092019,2667437,AutoPark,5265.47
20092019,2667437,AutoPark,6011.6
21092019,2667437,AutoPark,5708.36
22092019,2667437,AutoPark,5314.68
23092019,2667437,AutoPark,5155.08
24092019,2667437,AutoPark,5054
25092019,2667437,AutoPark,5302.181724
26092019,2667437,AutoPark,5505.94198
27092019,2667437,AutoPark,5511.52
28092019,2667437,AutoPark,2383.36
29092019,2667437,AutoPark,6003.24228
30092019,2667437,AutoPark,4840.500952
1102019,2667437,AutoPark,5068.63
2102019,2667437,AutoPark,5407.78
3102019,2667437,AutoPark,5659.15
4102019,2667437,AutoPark,5306.7
5102019,2667437,AutoPark,5815.1457
6102019,2667437,AutoPark,5287.59588
7102019,2667437,AutoPark,5965.05
8102019,2667437,AutoPark,5343.6474
9102019,2667437,AutoPark,6224.4
10102019,2667437,AutoPark,5882.76024
11102019,2667437,AutoPark,5810.8897
12102019,2667437,AutoPark,4957.04566
13102019,2667437,AutoPark,4861.062752
14102019,2667437,AutoPark,5324.8944
15102019,2667437,AutoPark,5133.51006
16102019,2667437,AutoPark,2409.681498
17102019,2667437,AutoPark,2346.268827
18102019,2667437,AutoPark,2282.856156
19102019,2667437,AutoPark,2351.44
20102019,2667437,AutoPark,2532.32
21102019,2667437,AutoPark,5687.799264
22102019,2667437,AutoPark,5798.8
23102019,2667437,AutoPark,2351.44
24102019,2667437,AutoPark,2705.22
25102019,2667437,AutoPark,2610.451116
26102019,2667437,AutoPark,2848.86
27102019,2667437,AutoPark,2351.44
28102019,2667437,AutoPark,2687.590983
29102019,2667437,AutoPark,5136.521712
30102019,2667437,AutoPark,5342.61
31102019,2667437,AutoPark,6384
1112019,2667437,AutoPark,6118
2112019,2667437,AutoPark,2554.93
3112019,2667437,AutoPark,2511.04
4112019,2667437,AutoPark,2705.22
5112019,2667437,AutoPark,2394
6112019,2667437,AutoPark,3128.16
7112019,2667437,AutoPark,3165.4
8112019,2667437,AutoPark,2553.6
9112019,2667437,AutoPark,6224.4
10112019,2667437,AutoPark,5861.31
11112019,2667437,AutoPark,2468.48
12112019,2667437,AutoPark,2213.12
13112019,2667437,AutoPark,2489.76
14112019,2667437,AutoPark,2511.04
15112019,2667437,AutoPark,2872.8
16112019,2667437,AutoPark,2513.7
17112019,2667437,AutoPark,2207.401
18112019,2667437,AutoPark,2213.12
19112019,2667437,AutoPark,2319.52
20112019,2667437,AutoPark,2468.48
21112019,2667437,AutoPark,2853.124512
22112019,2667437,AutoPark,2643.506936
23112019,2667437,AutoPark,2552.27
24112019,2667437,AutoPark,2537.64
25112019,2667437,AutoPark,2729.16
26112019,2667437,AutoPark,2527
27112019,2667437,AutoPark,2521.204924
28112019,2667437,AutoPark,3289.566805
29112019,2667437,AutoPark,3044.37
30112019,2667437,AutoPark,2824.92
1122019,2667437,AutoPark,2779.7
2122019,2667437,AutoPark,2820.93
3122019,2667437,AutoPark,3323.67
4122019,2667437,AutoPark,2504.566092
5122019,2667437,AutoPark,2323.707505
6122019,2667437,AutoPark,2532.32
7122019,2667437,AutoPark,2404.64
8122019,2667437,AutoPark,2705.22
9122019,2667437,AutoPark,2577.54
10122019,2667437,AutoPark,2800.98
11122019,2667437,AutoPark,2585.52
12122019,2667437,AutoPark,2754.43
13122019,2667437,AutoPark,2754.43
14122019,2667437,AutoPark,3103.994964
15122019,2667437,AutoPark,2560.935216
16122019,2667437,AutoPark,2328.860457
17122019,2667437,AutoPark,2893.552256
18122019,2667437,AutoPark,2594.219264
19122019,2667437,AutoPark,3313.38245
20122019,2667437,AutoPark,3160.08
21122019,2667437,AutoPark,2881.633727
22122019,2667437,AutoPark,3548.44
23122019,2667437,AutoPark,2609.46
24122019,2667437,AutoPark,2403.302818
25122019,2667437,AutoPark,2191.84
26122019,2667437,AutoPark,2489.76
27122019,2667437,AutoPark,2489.76
28122019,2667437,AutoPark,2830.24
29122019,2667437,AutoPark,2779.7
30122019,2667437,AutoPark,2926
31122019,2667437,AutoPark,2960.58
1012020,2667437,AutoPark,3597.8096
2012020,2667437,AutoPark,3247.61246
3012020,2667437,AutoPark,3196.5885
4012020,2667437,AutoPark,2766.5064
5012020,2667437,AutoPark,3455.872
6012020,2667437,AutoPark,3214.344
7012020,2667437,AutoPark,3074.8536
8012020,2667437,AutoPark,3190.7232
9012020,2667437,AutoPark,3686.76
10012020,2667437,AutoPark,3653.244
11012020,2667437,AutoPark,3827.208
12012020,2667437,AutoPark,3436.7865
13012020,2667437,AutoPark,3374.909261
14012020,2667437,AutoPark,3694.075
15012020,2667437,AutoPark,2878.9313
16012020,2667437,AutoPark,2875.992
17012020,2667437,AutoPark,2818.909198
18012020,2667437,AutoPark,2895.7824
19012020,2667437,AutoPark,2870.406
20012020,2667437,AutoPark,2818.2168
21012020,2667437,AutoPark,2733.2032
22012020,2667437,AutoPark,3559.3992
23012020,2667437,AutoPark,3277.12
